用户昵称,分类,评价日期,评论
一***9,黑色,07.23,宝贝收到了，很好用，质量好，和图片上的一样    07.23
华***2,黑色,07.19,风扇不错，风力够大而且静音，挺好很满意    07.19
邾***村,黑色,07.12,风扇和店家描述的一样，风很大，做工精致，物美价廉。美的生活环境旗舰店正品保证，大家放心购买。                07.12
t***9,黑色,07.27,不错，挺满意    07.27
g***8,黑色,07.24,非常好，喜欢    07.24
t***l,黑色,07.27,很好！分力很大    07.27
h***1,黑色,07.12,  初次评价: 07.12此用户没有填写评论!      收货29天后追加： 很不错，风很大    
2***j,黑色,07.28,风力很大，很好    07.28
陌***开,黑色,07.25,很好用，正品    07.25
花***g,黑色,07.14,质量很好，第二次购买风速很大，喜欢的亲可以放心购买        07.14
无***我,黑色,07.19,电风扇总体还不错    07.19
诗***货,黑色,07.25,非常好用，风又大。    07.25解释：亲爱的~感谢您选择美的选择美的环境电器官方旗舰店~亲爱的~感谢您选择美的选择美的环境电器官方旗舰店 亲爱的，很高兴您选择美的宝贝成为您家庭中的一员，我们的的服务宗旨是：买的开心、用的舒心、售后放心、有任何不明白的随时联系我们的在线客服或者拨打我们的售后400-889-9315电话咨询哦~！祝亲和亲的家人生活愉快，幸福美满~！
b***9,黑色,07.21,很喜欢，风力特别大，很凉快，又带有遥控器，非常的方便    07.21
1***i,黑色,07.23,宝贝非常好，必须五颗星，祝店长生意兴隆！    07.23
乐***儿,黑色,07.29,很好，第二个了    07.29
n***y,黑色,07.23,风速比较高，出风量大，适合客厅用！    07.23
黄***2,黑色,07.22,质量好，带遥控，使用起来方便，静音效果不错，值得购买。    07.22
t***5,黑色,07.14,  初次评价: 07.14此用户没有填写评论!      收货21天后追加： 外观好看，质量可以    
刘***h,黑色,07.22,物美价廉太好了！值得大家速速抢购呦    07.22
燕***1,黑色,07.18,很好，这几天高温正好用上，信赖美的    07.18
陌***1,黑色,07.24,收到，很好，货真价实    07.24
c***8,黑色,07.24,性价比高，非常满意。    07.24
t***8,黑色,07.25,非常满意，值得购买。    07.25解释：亲是个很好的顾客，谢谢您的诚恳评价！我们始终都在坚持，不仅要有好的产品品质，同样也要做到最优势的售后服务，随时为您解决问题，让您满意为止！如果您对产品有使用不明白的地方，可以随时联系我们的在线客服，竭诚为您服务！
清***8,黑色,07.21,风力很大，这个价钱买到，值了，还配了遥控器，比实体店便宜很多，卖家态度非常好，快递也给力。    07.21
s***5,黑色,07.23,昨天用上了，质量挺好的想拍的亲可以下单了    07.23
t***0,黑色,07.25,质量不错，很满意    07.25解释：十分的感谢亲能在百忙中抽空给我们评价，美的环境电器官方旗舰店会秉着“顾客第一，服务第一”的宗旨，全心全意为您服务，如果在使用中或者是对产品有任何疑问，请及时与我们联系，我们一定为您提供最优质的解决方案，确保您售后无忧，欢迎您下次光临~~
a***4,黑色,07.15,风扇挺好的，不错啊，关注好久了，特地等618这一天活动日来买，果然比平时优惠好多呀，嗯嗯……，价格比外面便宜，还是遥控的，嗯嗯哒懒得拍图了        07.15
安***湘,黑色,07.23,值得拥有。赞赞赞    07.23
青***2,黑色,07.14,这款宝贝比实体店要便宜的多，风扇的风也好大，超舒服的！看上的可以下手了！            07.14
我***0,黑色,07.22,宝贝已收到，一如既往的好，美的，老牌子，值得信赖    07.22
t***1,黑色,07.22,风扇很好，风量大。座子稳当    07.22
我***0,黑色,07.24,不错，风很大    07.24
性***爱,黑色,07.27,不错，风很大    07.27
1***宝,黑色,07.18,  初次评价: 07.18此用户没有填写评论!      收货21天后追加： 不错，风很大    
雪***6,黑色,07.20,当朋友买的，用后说不错。物流特快，好评全5分    07.20
t***5,黑色,07.20,帮阿姨他们买的 阿姨说很好风大声音小    07.20
t***7,黑色,07.17,  初次评价: 07.17此用户没有填写评论!      收货15天后追加： 宝贝收到，美的的质量还是挺不错的，赞一个！    
林***4,黑色,07.20,不错是正品质量很好的    07.20
阿***5,黑色,07.29,整体上还不错，就是小细节上需提升，比如遥控器给送对电池，因为我们那农村买电池不怎么方便，需去镇上买电池。    07.29
t***6,黑色,07.20,东西挺好的，想买的可以看看    07.20
英***6,黑色,07.23,东西挺好的，特别感谢快递小哥，送上搂，非常感谢！    07.23
七***j,黑色,07.17,风扇特别好 已经买了三台了 就是价格波动太大        07.17
t***0,黑色,07.04,同时买两台，非常满意。产品好，服务及物流均满意。        07.04
刘***0,黑色,07.26,  初次评价: 07.26此用户没有填写评论!      收货当天追加： 质量很好，快递服务也很好    
曾***1,黑色,07.27,挺好的，风很大    07.27
j***0,黑色,07.20,去年买了台好用，今年又买了台，推荐大家购买，值。    07.20
子***飞,黑色,07.19,质量很好值得购买    07.19
t***3,黑色,07.19,风扇收到了给老人买的，说挺好的物流也快五星好评    07.19
t***4,黑色,07.28,不错。好用    07.28
小***3,黑色,07.29,很好，非常好    07.29
无***弘,黑色,07.28,蛮好的，喜欢    07.28
梓***8,黑色,07.28,很好，风很大    07.28
1***林,黑色,07.28,挺好的，很值    07.28
晚***n,黑色,07.25,挺好用的，好评    07.25解释：亲爱的，很高兴您选择美的宝贝成为您家庭中的一员，我们的的服务宗旨是：买的开心、用的舒心、售后放心、有任何不明白的随时联系我们的在线客服或者拨打我们的售后400-889-9315电话咨询哦~！祝亲和亲的家人生活愉快，幸福美满~！
赵***8,黑色,07.22,挺好的，风里不错，重点是卡扣的设计非常好，点个赞😘    07.22
同***鸣,黑色,07.01,美的美好的生活😊                07.01
梦***桃,黑色,07.21,宝贝非常棒，风力十足棒棒哒    07.21
t***3,黑色,07.18,宝贝很不错，静音效果好    07.18
历***2,黑色,07.18,  初次评价: 07.18此用户没有填写评论!      收货16天后追加： 东西不错挺好用 w    
路***i,黑色,07.23,东西不错值得购买    07.23
主***器,黑色,07.22,东西不错值得购买    07.22
t***8,黑色,07.20,好评，我个人感觉这个价格。这个品质很不错。还有静音模式，风也挺大，还能变很小，不错    07.20
l***7,黑色,07.14,  初次评价: 07.14此用户没有填写评论!      收货18天后追加： 价格便宜，遥控开关很方便！    
江***u,黑色,07.23,刚用 质量好 风很柔 就是不知道能用多久    07.23
t***6,黑色,07.14,很好用物美价廉值得推荐，还在观望的亲扎紧下单吧，“小飞”客服妹妹也很贴心哦。                07.14
岳***7,黑色,07.25,是正品，值得购买！    07.25解释：每天，看着一句句对美的表示认可和支持的话语，咱们就简单的满足和感动。感恩，一路上有亲们的支持和厚爱，我们会继续努力做到更好哦~~~
涂***磊,黑色,07.20,质量好哒        07.20
t***3,黑色,07.06,非常好的风扇，        07.06
z***4,黑色,07.14,我叫赵忠伟，我对这次的购物非常满意，质量杠杠滴，望大家放心购买…        07.14
h***y,黑色,07.05,昨天发货今天中午就到了，晚上回家儿子把它安装好了，很好用，声音不大，遥控操作都很灵敏，很喜欢。    07.05
赵***8,黑色,07.25,非常满意！    07.25解释：十分的感谢亲能在百忙中抽空给我们评价，美的环境电器官方旗舰店会秉着“顾客第一，服务第一”的宗旨，全心全意为您服务，如果在使用中或者是对产品有任何疑问，请及时与我们联系，我们一定为您提供最优质的解决方案，确保您售后无忧，欢迎您下次光临~~
s***7,黑色,07.22,挺好，划算    07.22
王***印,黑色,07.16,高端大气上档次，做工精细，用料厚道，物美价廉，值得购买。        07.16
翟***歪,黑色,07.18,质量不用说。 放心使用。    07.18
t***3,黑色,06.28,  初次评价: 06.28此用户没有填写评论!      收货33天后追加： 宝贝已经用了一段时间了，质量非常好又没有什么声音        
t***9,黑色,07.28,挺好的，一次买了两把        07.28
泽***明,黑色,07.25,"买了很多个了，质量好    07.25解释：把最真的祝福化作风,吹送到您的身边,把最诚的问候变成雨,飘散到您的窗前，亲爱的朋友，谢谢您对美的一路的支持!感谢有您( ^_^ )/~~"
